EventId,Date,Time,Actual,Forecast,Previous
USD::business inventories::m/m,2007-02-01,17:00,0.40%,,0.10%
USD::construction spending::m/m,2007-02-01,17:00,-0.30%,,1.40%
USD::consumer credit::none,2007-02-01,17:00,5.49B,,15.16B
USD::continuing jobless claims::none,2007-02-01,17:00,"2,530.87K",,"2,482.95K"
USD::existing home sales::m/m,2007-02-01,17:00,-10.30%,,0.90%
USD::export price index::m/m,2007-02-01,17:00,0.40%,,0.60%
USD::factory orders::m/m,2007-02-01,17:00,-3.30%,,2.30%
USD::federal budget balance::none,2007-02-01,17:00,38.20B,,42.00B
USD::housing starts::none,2007-02-01,17:00,1.41M,,1.65M
USD::housing starts::m/m,2007-02-01,17:00,-14.60%,,5.00%
USD::ism manufacturing employment::none,2007-02-01,17:00,50.30,,49.80
USD::ism non - manufacturing employment::none,2007-02-01,17:00,54.80,,52.70
USD::import price index::m/m,2007-02-01,17:00,-1.20%,,1.10%
USD::industrial production::m/m,2007-02-01,17:00,-0.50%,,1.00%
USD::michigan 1 - year inflation expectations::none,2007-02-01,17:00,3.00%,,2.90%
USD::michigan 5 - year inflation expectations::none,2007-02-01,17:00,3.00%,,3.00%
USD::michigan consumer expectations::none,2007-02-01,17:00,88.70,,81.20
USD::michigan consumer sentiment::none,2007-02-01,17:00,96.90,,90.20
USD::ny empire state manufacturing index::none,2007-02-01,17:00,7.31,,20.12
USD::new home sales::m/m,2007-02-01,17:00,-10.70%,,-0.50%
USD::pending home sales::m/m,2007-02-01,17:00,-4.50%,,2.80%
USD::personal spending::m/m,2007-02-01,17:00,0.40%,,0.90%
USD::philly fed employment::none,2007-02-01,17:00,7.80,,8.20
USD::private nonfarm payrolls::none,2007-02-01,17:00,230.00K,,167.00K
USD::retail control::m/m,2007-02-01,17:00,0.20%,,1.30%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-02-01,17:00,-0.50%,,-0.60%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-02-01,17:00,-0.10%,,0.70%
USD::tic net long - term transactions::none,2007-02-01,17:00,111.40B,,11.80B
USD::trade balance::none,2007-02-01,17:00,-57.70B,,-61.60B
USD::nonfarm payrolls::none,2007-02-02,20:30,237K,,172K
USD::u.s. baker hughes oil rig count::none,2007-02-03,01:00,264,,255
USD::cftc crude oil speculative net positions::none,2007-02-03,04:30,-14.3k,,-8.5k
USD::fed's balance sheet::none,2007-02-08,04:30,855.06B,,865.73B
USD::u.s. baker hughes oil rig count::none,2007-02-10,01:00,254,,264
USD::cftc crude oil speculative net positions::none,2007-02-10,04:30,-21.3k,,-14.3k
USD::fed's balance sheet::none,2007-02-15,04:30,867.20B,,855.06B
ILS::cpi::y/y,2007-02-15,23:00,0.1%,,-0.1%
USD::u.s. baker hughes oil rig count::none,2007-02-17,01:00,267,,254
USD::cftc crude oil speculative net positions::none,2007-02-17,04:30,-7.2k,,-21.3k
USD::cpi::m/m,2007-02-21,21:30,0.2%,,0.5%
USD::cpi::y/y,2007-02-21,21:30,2.1%,,2.5%
USD::core cpi::m/m,2007-02-21,21:30,0.2%,,0.1%
USD::core cpi::y/y,2007-02-21,21:30,2.7%,,2.6%
USD::us leading index::m/m,2007-02-21,23:00,0.1%,0.2%,0.6%
USD::fed's balance sheet::none,2007-02-22,04:30,869.24B,,867.20B
EUR::german ifo business climate index::none,2007-02-23,17:00,107,107.5,107.9
USD::u.s. baker hughes oil rig count::none,2007-02-24,01:00,278,,267
USD::cftc crude oil speculative net positions::none,2007-02-24,04:30,7.9k,,-7.2k
USD::fed's balance sheet::none,2007-03-01,04:30,877.41B,,869.24B
CAD::boc interest rate decision::none,2007-03-01,17:00,4.25%,,4.25%
CAD::budget balance::none,2007-03-01,17:00,4.69B,,2.40B
CAD::budget balance::y/y,2007-03-01,17:00,15.29B,,10.60B
CAD::cpi::y/y,2007-03-01,17:00,2.00%,,1.10%
CAD::exports::none,2007-03-01,17:00,38.94B,,39.60B
CAD::foreign securities purchases by canadians::none,2007-03-01,17:00,6.93B,,8.64B
CAD::full employment change::none,2007-03-01,17:00,28.40K,,21.90K
CAD::ippi::m/m,2007-03-01,17:00,0.90%,,0.30%
CAD::ippi::y/y,2007-03-01,17:00,4.30%,,3.00%
CAD::imports::none,2007-03-01,17:00,34.90B,,34.95B
CAD::ivey pmi n.s.a::none,2007-03-01,17:00,60.50,,53.80
CAD::manufacturing sales::m/m,2007-03-01,17:00,-0.30%,,-3.90%
CAD::part time employment change::none,2007-03-01,17:00,-7.30K,,32.10K
CAD::participation rate::none,2007-03-01,17:00,67.40%,,67.40%
CAD::rmpi::y/y,2007-03-01,17:00,10.10%,,3.30%
CAD::building permits::m/m,2007-03-01,17:00,-20.50%,,7.70%
CAD::cpi::m/m,2007-03-01,17:00,0.70%,,0.00%
CAD::core cpi::m/m,2007-03-01,17:00,0.50%,,0.20%
CAD::core cpi::y/y,2007-03-01,17:00,2.30%,,2.30%
CAD::core retail sales::m/m,2007-03-01,17:00,1.10%,,-0.10%
CAD::employment change::none,2007-03-01,17:00,21.10K,,54.00K
CAD::foreign securities purchases::none,2007-03-01,17:00,5.81B,,-4.02B
CAD::gdp::m/m,2007-03-01,17:00,0.50%,,-0.20%
CAD::housing starts::none,2007-03-01,17:00,195.20K,,242.30K
CAD::new housing price index::m/m,2007-03-01,17:00,0.40%,,0.40%
CAD::rmpi::m/m,2007-03-01,17:00,3.30%,,-2.80%
CAD::retail sales::m/m,2007-03-01,17:00,0.70%,,-0.90%
CAD::trade balance::none,2007-03-01,17:00,4.04B,,4.65B
CAD::unemployment rate::none,2007-03-01,17:00,6.20%,,6.20%
CAD::wholesale sales::m/m,2007-03-01,17:00,2.70%,,-1.70%
GBP::boe interest rate decision::none,2007-03-01,17:00,5.25%,,5.25%
GBP::cpi::y/y,2007-03-01,17:00,2.80%,,2.70%
GBP::average earnings ex bonus::none,2007-03-01,17:00,3.90%,,3.90%
GBP::boe consumer credit::none,2007-03-01,17:00,0.41B,,0.54B
GBP::cbi distributive trades survey::none,2007-03-01,17:00,19.00,,30.00
GBP::cbi industrial trends orders::none,2007-03-01,17:00,4.00,,-9.00
GBP::core ppi output::m/m,2007-03-01,17:00,0.30%,,0.20%
GBP::core ppi output::y/y,2007-03-01,17:00,1.40%,,1.10%
GBP::core rpi::m/m,2007-03-01,17:00,0.50%,,-0.70%
GBP::core rpi::y/y,2007-03-01,17:00,3.70%,,3.50%
GBP::gfk consumer confidence::none,2007-03-01,17:00,-8.00,,-7.00
GBP::industrial production::y/y,2007-03-01,17:00,0.20%,,0.50%
GBP::m4 money supply::m/m,2007-03-01,17:00,0.80%,,0.70%
GBP::manufacturing production::y/y,2007-03-01,17:00,1.30%,,3.40%
GBP::mortgage approvals::none,2007-03-01,17:00,117.06K,,119.94K
GBP::mortgage lending::none,2007-03-01,17:00,8.97B,,9.64B
GBP::ppi input::y/y,2007-03-01,17:00,-2.10%,,-3.70%
GBP::ppi output::m/m,2007-03-01,17:00,0.20%,,0.20%
GBP::ppi output::y/y,2007-03-01,17:00,1.50%,,1.20%
GBP::public sector net borrowing::none,2007-03-01,17:00,0.59B,,-10.44B
GBP::public sector net cash requirement::none,2007-03-01,17:00,1.93B,,-20.97B
GBP::rpi::m/m,2007-03-01,17:00,0.70%,,-0.50%
GBP::rpi::y/y,2007-03-01,17:00,4.60%,,4.20%
GBP::average earnings index +bonus::none,2007-03-01,17:00,6.60%,,5.40%
GBP::brc retail sales monitor::y/y,2007-03-01,17:00,3.30%,,3.10%
GBP::cpi::m/m,2007-03-01,17:00,0.40%,,-0.80%
GBP::claimant count change::none,2007-03-01,17:00,-14.10K,,-14.30K
GBP::core retail sales::m/m,2007-03-01,17:00,1.20%,,-0.70%
GBP::core retail sales::y/y,2007-03-01,17:00,3.50%,,2.30%
GBP::halifax house price index::m/m,2007-03-01,17:00,1.40%,,2.30%
GBP::halifax house price index::y/y,2007-03-01,17:00,9.90%,,9.90%
GBP::industrial production::m/m,2007-03-01,17:00,-0.60%,,1.20%
GBP::manufacturing production::m/m,2007-03-01,17:00,-1.70%,,0.80%
GBP::nationwide hpi::m/m,2007-03-01,17:00,0.90%,,0.10%
GBP::nationwide hpi::y/y,2007-03-01,17:00,10.20%,,9.30%
GBP::ppi input::m/m,2007-03-01,17:00,1.20%,,-3.30%
GBP::retail sales::m/m,2007-03-01,17:00,1.00%,,-0.30%
GBP::retail sales::y/y,2007-03-01,17:00,3.40%,,2.20%
GBP::trade balance::none,2007-03-01,17:00,-7.53B,,-7.41B
GBP::trade balance non - eu::none,2007-03-01,17:00,-3.96B,,-4.08B
GBP::unemployment rate::none,2007-03-01,17:00,5.50%,,5.50%
MXN::consumer confidence::none,2007-03-01,17:00,105.20,,104.20
MXN::consumer confidence n.s.a.::none,2007-03-01,17:00,103.60,,104.30
MXN::core cpi::m/m,2007-03-01,17:00,0.38%,,0.46%
MXN::economic activity::m/m,2007-03-01,17:00,0.18%,,0.16%
MXN::economic activity::y/y,2007-03-01,17:00,2.89%,,3.06%
MXN::fiscal balance::none,2007-03-01,17:00,28.64B,,51.52B
MXN::gross fixed investments::m/m,2007-03-01,17:00,1.09%,,-1.49%
MXN::gross fixed investments::y/y,2007-03-01,17:00,7.00%,,4.43%
MXN::industrial production::m/m,2007-03-01,17:00,0.60%,,0.36%
MXN::industrial production::y/y,2007-03-01,17:00,2.30%,,1.64%
MXN::trade balance::none,2007-03-01,17:00,-0.40B,,-1.68B
MXN::trade balance (usd)::none,2007-03-01,17:00,-0.79B,,-1.30B
MXN::unemployment rate::none,2007-03-01,17:00,3.77%,,3.74%
MXN::unemployment rate n.s.a.::none,2007-03-01,17:00,4.05%,,4.05%
MXN::cpi::m/m,2007-03-01,17:00,0.28%,,0.52%
MXN::cpi::y/y,2007-03-01,17:00,4.11%,,3.98%
MXN::interest rate decision::none,2007-03-01,17:00,7.00%,,7.00%
USD::10 - year note auction::none,2007-03-01,17:00,4.63%,,4.63%
USD::average hourly earnings::m/m,2007-03-01,17:00,0.40%,,0.10%
USD::cb consumer confidence::none,2007-03-01,17:00,111.20,,110.20
USD::chicago pmi::none,2007-03-01,17:00,51.20,,52.10
USD::core pce price index::m/m,2007-03-01,17:00,0.20%,,0.40%
USD::core pce price index::y/y,2007-03-01,17:00,2.40%,,2.40%
USD::core retail sales::m/m,2007-03-01,17:00,0.10%,,-0.30%
USD::crude oil inventories::none,2007-03-01,17:00,0.36M,,1.08M
USD::existing home sales::none,2007-03-01,17:00,5.79M,,5.74M
USD::ism manufacturing pmi::none,2007-03-01,17:00,51.90,,49.50
USD::ism manufacturing prices::none,2007-03-01,17:00,59.00,,53.00
USD::ism non - manufacturing pmi::none,2007-03-01,17:00,54.20,,55.60
USD::ism non - manufacturing prices::none,2007-03-01,17:00,54.70,,56.80
USD::initial jobless claims::none,2007-03-01,17:00,324.25K,,316.30K
USD::jolts job openings::none,2007-03-01,17:00,4.48M,,4.59M
USD::new home sales::none,2007-03-01,17:00,828.00K,,891.00K
USD::philadelphia fed manufacturing index::none,2007-03-01,17:00,3.50,,7.50
USD::retail sales::m/m,2007-03-01,17:00,0.20%,,-0.40%
USD::all car sales::none,2007-03-01,17:00,7.64M,,7.72M
USD::all truck sales::none,2007-03-01,17:00,9.07M,,8.68M
USD::average weekly hours::none,2007-03-01,17:00,34.50,,34.50
USD::cb employment trends index::none,2007-03-01,17:00,128.10,,127.30
"USD::cpi index, n.s.a.::none",2007-03-01,17:00,203.50,,202.42
USD::capacity utilization rate::none,2007-03-01,17:00,80.40%,,79.70%
USD::chain store sales::m/m,2007-03-01,17:00,2.50%,,3.70%
USD::chain store sales::w/w,2007-03-01,17:00,-0.11%,,0.15%
USD::chain store sales::y/y,2007-03-01,17:00,3.06%,,4.47%
USD::challenger job cuts::none,2007-03-01,17:00,84.01K,,62.98K
USD::chicago fed national activity::none,2007-03-01,17:00,0.27,,-0.76
USD::cleveland cpi::m/m,2007-03-01,17:00,0.40%,,0.20%
USD::core cpi index::none,2007-03-01,17:00,209.14,,208.60
USD::dallas fed mfg business index::none,2007-03-01,17:00,23.00,,0.30
USD::dallas fed pce::none,2007-03-01,17:00,3.60%,,3.60%
USD::dallas fed services revenues::none,2007-03-01,17:00,24.20,,29.30
USD::domestic truck sales::none,2007-03-01,17:00,7.68M,,7.25M
USD::durables excluding defense::m/m,2007-03-01,17:00,1.00%,,-3.80%
USD::eia weekly distillates stocks::none,2007-03-01,17:00,-3.52M,,0.49M
USD::factory orders ex transportation::m/m,2007-03-01,17:00,1.90%,,-2.50%
USD::gasoline inventories::none,2007-03-01,17:00,-2.06M,,3.62M
USD::government payrolls::none,2007-03-01,17:00,36.00K,,7.00K
USD::house price index::none,2007-03-01,17:00,225.80,,226.00
USD::house price index::m/m,2007-03-01,17:00,-0.10%,,0.40%
USD::house price index::y/y,2007-03-01,17:00,2.00%,,2.20%
USD::ism manufacturing new orders index::none,2007-03-01,17:00,55.10,,52.20
USD::ism non - manufacturing business activity::none,2007-03-01,17:00,56.00,,58.30
USD::ism non - manufacturing new orders::none,2007-03-01,17:00,55.70,,55.60
USD::ism - new york index::none,2007-03-01,17:00,430.80,,430.00
USD::jobless claims 4 - week avg.::none,2007-03-01,17:00,321.20K,,321.87K
USD::kc fed composite index::none,2007-03-01,17:00,15.00,,8.00
USD::kc fed manufacturing index::none,2007-03-01,17:00,20.00,,8.00
USD::mba 30 - year mortgage rate::none,2007-03-01,17:00,6.18%,,6.21%
USD::mba purchase index::none,2007-03-01,17:00,397.12,,427.40
USD::manufacturing payrolls::none,2007-03-01,17:00,-11.00K,,-7.00K
USD::manufacturing production::m/m,2007-03-01,17:00,0.40%,,-0.50%
USD::michigan current conditions::none,2007-03-01,17:00,106.70,,112.50
USD::midwest manufacturing::none,2007-03-01,17:00,98.60,,97.60
USD::mortgage market index::none,2007-03-01,17:00,631.88,,643.21
USD::mortgage refinance index::none,2007-03-01,17:00,"2,003.55",,"1,940.20"
USD::nahb housing market index::none,2007-03-01,17:00,39.00,,35.00
USD::nfib small business optimism::none,2007-03-01,17:00,98.20,,98.90
USD::natural gas storage::none,2007-03-01,17:00,-191.20B,,-138.57B
USD::overall net capital flow::none,2007-03-01,17:00,94.80B,,90.60B
USD::pending home sales index::none,2007-03-01,17:00,107.90,,107.10
USD::personal income::m/m,2007-03-01,17:00,0.70%,,0.60%
USD::philly fed business conditions::none,2007-03-01,17:00,22.80,,24.00
USD::philly fed capex index::none,2007-03-01,17:00,20.90,,21.00
USD::philly fed new orders::none,2007-03-01,17:00,3.00,,3.90
USD::philly fed prices paid::none,2007-03-01,17:00,21.80,,16.00
USD::real earnings::m/m,2007-03-01,17:00,0.00%,,-0.60%
USD::real personal consumption::m/m,2007-03-01,17:00,0.10%,,0.10%
USD::redbook::m/m,2007-03-01,17:00,-0.95%,,1.61%
USD::redbook::y/y,2007-03-01,17:00,2.87%,,2.80%
USD::retail sales ex gas/autos::m/m,2007-03-01,17:00,-0.20%,,0.00%
USD::richmond manufacturing index::none,2007-03-01,17:00,-2.00,,-8.00
USD::richmond manufacturing shipments::none,2007-03-01,17:00,-4.00,,-8.00
USD::richmond services index::none,2007-03-01,17:00,11.00,,0.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2007-03-01,17:00,0.20%,,0.10%
USD::tic net long - term transactions including swaps::none,2007-03-01,17:00,45.80B,,92.40B
USD::texas services sector outlook::none,2007-03-01,17:00,23.10,,20.80
"USD::us foreign buying, t - bonds::none",2007-03-01,17:00,17.70B,,16.10B
USD::wholesale inventories::m/m,2007-03-01,17:00,0.40%,,0.30%
USD::5 - year note auction::none,2007-03-01,17:00,4.63%,,4.75%
USD::business inventories::m/m,2007-03-01,17:00,0.40%,,0.40%
USD::construction spending::m/m,2007-03-01,17:00,0.50%,,-0.30%
USD::consumer credit::none,2007-03-01,17:00,12.08B,,5.49B
USD::continuing jobless claims::none,2007-03-01,17:00,"2,570.15K",,"2,530.87K"
USD::existing home sales::m/m,2007-03-01,17:00,0.90%,,-10.30%
USD::export price index::m/m,2007-03-01,17:00,0.80%,,0.40%
USD::factory orders::m/m,2007-03-01,17:00,1.90%,,-3.30%
USD::federal budget balance::none,2007-03-01,17:00,-120.00B,,38.20B
USD::housing starts::none,2007-03-01,17:00,1.48M,,1.41M
USD::housing starts::m/m,2007-03-01,17:00,5.00%,,-14.60%
USD::ism manufacturing employment::none,2007-03-01,17:00,50.90,,50.30
USD::ism non - manufacturing employment::none,2007-03-01,17:00,52.70,,54.80
USD::import price index::m/m,2007-03-01,17:00,0.40%,,-1.20%
USD::industrial production::m/m,2007-03-01,17:00,1.10%,,-0.50%
USD::michigan 1 - year inflation expectations::none,2007-03-01,17:00,3.00%,,3.00%
USD::michigan 5 - year inflation expectations::none,2007-03-01,17:00,2.90%,,3.00%
USD::michigan consumer expectations::none,2007-03-01,17:00,83.70,,87.60
USD::michigan consumer sentiment::none,2007-03-01,17:00,91.30,,98.00
USD::ny empire state manufacturing index::none,2007-03-01,17:00,24.41,,7.31
USD::new home sales::m/m,2007-03-01,17:00,-7.10%,,-10.70%
USD::pending home sales::m/m,2007-03-01,17:00,0.70%,,-4.50%
USD::personal spending::m/m,2007-03-01,17:00,0.40%,,0.40%
USD::philly fed employment::none,2007-03-01,17:00,2.60,,7.80
USD::private nonfarm payrolls::none,2007-03-01,17:00,52.00K,,230.00K
USD::retail control::m/m,2007-03-01,17:00,0.00%,,0.20%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2007-03-01,17:00,-0.40%,,-0.50%
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2007-03-01,17:00,-0.80%,,-0.10%
USD::tic net long - term transactions::none,2007-03-01,17:00,66.50B,,111.40B
USD::trade balance::none,2007-03-01,17:00,-58.50B,,-57.70B
USD::u.s. baker hughes oil rig count::none,2007-03-03,01:00,290,,278
USD::cftc crude oil speculative net positions::none,2007-03-03,04:30,26.0k,,7.9k
USD::fed's balance sheet::none,2007-03-08,04:30,864.51B,,877.41B
USD::nonfarm payrolls::none,2007-03-09,20:30,97K,,111K
USD::u.s. baker hughes oil rig count::none,2007-03-10,01:00,287,,290
USD::cftc crude oil speculative net positions::none,2007-03-10,04:30,36.3k,,26.0k
USD::fed's balance sheet::none,2007-03-15,04:30,876.11B,,864.51B
ILS::cpi::y/y,2007-03-15,23:00,-0.8%,,0.1%
USD::cpi::m/m,2007-03-16,20:30,0.4%,,0.2%
USD::cpi::y/y,2007-03-16,20:30,2.4%,,2.1%
USD::core cpi::m/m,2007-03-16,20:30,0.3%,,0.2%
USD::core cpi::y/y,2007-03-16,20:30,2.7%,,2.7%
USD::u.s. baker hughes oil rig count::none,2007-03-17,01:00,282,,287
USD::cftc crude oil speculative net positions::none,2007-03-17,04:30,37.1k,,36.3k
